Sample	Chr	Start	End	Gene_name	Tumor.LogR	Tumor.Copy_Number	Tumor.Call	Tumor.LogR_Copy_Number	Plasma.LogR	Plasma.Copy_Number	Plasma.Call	Plasma.LogR_Copy_Number	Tumor_Plamsa_match
./derived_data/cna/seg/H8	chr18	3000001	4000000	LPIN2|MYOM1|MYL12A|MYL12B|TGIF1|AX721193|DLGAP1|BX647607|BC094703|BC039546	1e-04	2	Copy Neutral	1.86914542435856	-0.091	2	Copy Neutral	0.015625	TRUE
./derived_data/cna/seg/H8	chr5	37000001	38000000	NIPBL|C5orf42|NUP155|WDR70|GDNF	1e-04	2	Copy Neutral	1.86914542435856	-0.0849	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr12	58000001	59000000	AK093124|LRIG3	0.9796	2	Copy Neutral	5.27649342953913	-0.0066	2	Copy Neutral	1.06473414141245	TRUE
./derived_data/cna/seg/H8	chr7	85000001	86000000	SEMA3D	0.5251	3	Copy Gain	3.40817328939413	0.0903	1	Hemizygous Deletions	15.889153301604	FALSE
./derived_data/cna/seg/H8	chr7	54000001	55000000	HPVC1|VSTM2A|BC036261|SEC61G	0.5243	3	Copy Gain	3.4053763473642	0.0349	1	Hemizygous Deletions	7.29199153862984	FALSE
./derived_data/cna/seg/H8	chr7	84000001	85000000	SEMA3A|BX647900|SEMA3D	0.5145	3	Copy Gain	3.37123938099281	0.0472	1	Hemizygous Deletions	9.17233801609989	FALSE
./derived_data/cna/seg/H8	chr7	142000001	143000000	MGAM|LOC93432|LOC100124692|MOXD2|TRYX3|LOC730441|TCRBV22S1A2N1T|TCRBV9S1A1T|TCRBV7S1A1N2T|TCRBV5S1A1T|TCRB|TCRBV20S1|TCRBV7S3A2|TCRBV17S1A1T|TCRBV19S1P|DQ571524|TCRBV11S1A1T|TCRBV14S1|TCRBV3S1|TCRBV4S1A1T|PRSS1|BV6S4-BJ2S2|X04930|TCRBC2|TCRBV20S1A1N2|EPHB6|TRPV6|TRPV5|C7orf34|KEL	0.4984	3	Copy Gain	3.31565819560207	0.1129	1	Hemizygous Deletions	19.4922150088072	FALSE
./derived_data/cna/seg/H8	chr7	51000001	52000000	COBL|DQ573852|DQ593490|DQ574659|DQ574506|DQ600587	0.4735	3	Copy Gain	3.23090944628765	0.05	1	Hemizygous Deletions	9.60262908309396	FALSE
./derived_data/cna/seg/H8	chr7	109000001	110000000	EIF3IP1	0.4732	3	Copy Gain	3.22989726841748	-0.0551	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	47000001	48000000	TNS3|C7orf65|MGC16075|PKD1L1|C7orf69|HUS1|SUNC1	0.4682	3	Copy Gain	3.21305858722336	0.0039	1	Hemizygous Deletions	2.62341800681658	FALSE
./derived_data/cna/seg/H8	chr7	30000001	31000000	FKBP14|PLEKHA8|AB073667|C7orf41|ZNRF2|DKFZP586I1420|NOD1|GGCT|BX648714|AK096687|GARS|CRHR2|INMT|FAM188B|GHRHR	0.4651	3	Copy Gain	3.20264787459161	0.102	1	Hemizygous Deletions	17.7474080820836	FALSE
./derived_data/cna/seg/H8	chr7	44000001	45000000	SPDYE1|AX747182|POLR2J4|RASA4|FLJ35390|DBNL|PGAM2|POLM|AEBP1|POLD2|MYL7|GCK|YKT6|CAMK2B|AX746562|NUDCD3|NPC1L1|DDX56|TMED4|DQ574505|OGDH|ZMIZ2|PPIA|H2AFV|PURB|MYO1G|C7orf40	0.4621	3	Copy Gain	3.19259426832328	-0.0243	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	106000001	107000000	FLJ23834|SYPL1|NAMPT|AF086203|FLJ36031|PIK3CG	0.4609	3	Copy Gain	3.18857867581366	0.0177	1	Hemizygous Deletions	4.68930251444943	FALSE
./derived_data/cna/seg/H8	chr7	48000001	49000000	SUNC1|C7orf57|UPP1|ABCA13|MGC26484	0.4574	3	Copy Gain	3.17688559079839	-0.002	1	Hemizygous Deletions	1.74619004682948	FALSE
./derived_data/cna/seg/H8	chr7	25000001	26000000	CYCS|C7orf31|NPVF|AK057379|DM004234	0.4571	3	Copy Gain	3.17588464570522	0.07	1	Hemizygous Deletions	12.7005437143078	FALSE
./derived_data/cna/seg/H8	chr7	50000001	51000000	ZPBP|LOC100130988|IKZF1|FIGNL1|DDC|GRB10	0.4557	3	Copy Gain	3.17121631970076	0.0452	1	Hemizygous Deletions	8.86549814685602	FALSE
./derived_data/cna/seg/H8	chr7	116000001	117000000	TFEC|BC040208|TES|BD495725|AK097428|DQ656011|CAV2|CAV1|MET|CAPZA2|ST7OT1|ST7|ST7OT4	0.4553	3	Copy Gain	3.16988334413184	0.0283	1	Hemizygous Deletions	6.28961467279844	FALSE
./derived_data/cna/seg/H8	chr7	31000001	32000000	ADCYAP1R1|AK124304|NEUROD6|CCDC129|C7orf16|BC043188|PDE1C	0.4546	3	Copy Gain	3.16755152600153	0.0483	1	Hemizygous Deletions	9.34128134630765	FALSE
./derived_data/cna/seg/H8	chr20	23000001	24000000	BC045663|SSTR4|THBD|CD93|AX747171|NXT1|GZF1|NAPB|CSTL1|CST11|CST8|CSTT|CST9L|CST9|CST3|CST4|CST1|CST2|CST5|GGTLC1	0.4537	3	Copy Gain	3.47910245094213	0.1076	3	Copy Gain	18.6421760246721	TRUE
./derived_data/cna/seg/H8	chr7	36000001	37000000	BC043264|EEPD1|KIAA0895|ANLN|AOAH|ELMO1	0.4529	3	Copy Gain	3.16189324722342	-0.0059	1	Hemizygous Deletions	1.16829384043485	FALSE
./derived_data/cna/seg/H8	chr7	37000001	38000000	ELMO1|BC043356|GPR141|TXNDC3|SFRP4|EPDR1	0.4507	3	Copy Gain	3.15458065916621	0.0902	1	Hemizygous Deletions	15.8733356454721	FALSE
./derived_data/cna/seg/H8	chr7	141000001	142000000	MRPS33|AL359605|AGK|KIAA1147|FLJ40852|WEE2|SSBP1|TAS2R3|TAS2R4|TAS2R5|DQ571875|PRSS37|OR9A4|CLEC5A|TAS2R38|MGAM	0.4468	3	Copy Gain	3.14164480878716	-0.0087	1	Hemizygous Deletions	0.754356358630852	FALSE
./derived_data/cna/seg/H8	chr7	55000001	56000000	EGFR|CR618371|LANCL2|VOPP1|LOC442308|FKBP9L|DQ584971|DQ575984|DQ574659|DQ584609|DQ599872|CO9|SEPT14|ZNF713|GBAS	0.4452	3	Copy Gain	3.13634790094608	-0.077	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	43000001	44000000	HECW1|AX748020|BC020168|STK17A|C7orf44|BLVRA|MRPS24|URG4|UBE2D4|POLR2J4	0.4447	3	Copy Gain	3.13469382160693	0.0117	1	Hemizygous Deletions	3.78866324908147	FALSE
./derived_data/cna/seg/H8	chr7	29000001	30000000	AK124888|CPVL|CHN2|BC038570|PRR15|LOC646762|BC121815|BC036244|DPY19L2P3|WIPF3|SCRN1	0.4446	3	Copy Gain	3.13436307452476	0.1434	1	Hemizygous Deletions	24.4451096956718	FALSE
./derived_data/cna/seg/H8	chr7	9000001	10000000	Per4	0.4438	3	Copy Gain	3.13171792302843	-0.0032	1	Hemizygous Deletions	1.56820941124417	FALSE
./derived_data/cna/seg/H8	chr7	53000001	54000000	POM121L12	0.4429	3	Copy Gain	3.12874388033313	-0.0324	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	155000001	156000000	PAXIP1|LOC202781|AK303289|HTR5A|AX746871|INSIG1|BC150495|EN2|CNPY1|AX747269|RBM33|SHH	0.4424	3	Copy Gain	3.12709243589008	0.0482	1	Hemizygous Deletions	9.32591753834474	FALSE
./derived_data/cna/seg/H8	chr7	14000001	15000000	DGKB	0.4411	3	Copy Gain	3.12280135796325	-0.035	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	83000001	84000000	PCLO|SEMA3E|SEMA3A	0.4388	3	Copy Gain	3.11521891656509	0.0198	1	Hemizygous Deletions	5.00541221128253	FALSE
./derived_data/cna/seg/H8	chr7	7000001	8000000	C1GALT1|CR609701|COL28A1|MIOS|RPA3|LOC401307|GLCCI1	0.4387	3	Copy Gain	3.11488951933369	-0.0411	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	136000001	137000000	CHRM2|AK097470	0.4368	3	Copy Gain	3.10863530807777	0.0697	1	Hemizygous Deletions	12.6537570187004	FALSE
./derived_data/cna/seg/H8	chr7	34000001	35000000	BMPER|NPSR1|AAA1|DPY19L1	0.436	3	Copy Gain	3.10600441912967	-0.0364	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	113000001	114000000	GPR85|LOC401397|PPP1R3A	0.4356	3	Copy Gain	3.10468952163249	-0.0293	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	125000001	126000000	BC142949|EF565094	0.4328	3	Copy Gain	3.09549543995623	0.0229	1	Hemizygous Deletions	5.47289210922626	FALSE
./derived_data/cna/seg/H8	chr7	38000001	39000000	STARD3NL|TARP|TCRGV|AK096766|X06774|AK125646|TRGV3|AMPH|FAM183B|VPS41|AK023033	0.4327	3	Copy Gain	3.09516740980468	0.0971	1	Hemizygous Deletions	16.96733014021	FALSE
./derived_data/cna/seg/H8	chr7	137000001	138000000	CHRM2|AK097470|PTN|AK094915|DGKI|CREB3L2	0.4322	3	Copy Gain	3.09352760006331	0.0242	1	Hemizygous Deletions	5.66923120934578	FALSE
./derived_data/cna/seg/H8	chr7	87000001	88000000	KIAA1324L|BC035377|DMTF1|C7orf23|P53TG1|CROT|ABCB4|ABCB1|RUNDC3B|SLC25A40|DBF4|ADAM22	0.4318	3	Copy Gain	3.0922161613954	-0.0269	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	46000001	47000000	AK125311	0.4317	3	Copy Gain	3.09188835853823	0.0178	1	Hemizygous Deletions	4.70434492561056	FALSE
./derived_data/cna/seg/H8	chr7	112000001	113000000	DOCK4|ZNF277|IFRD1|C7orf53|TMEM168|C7orf60	0.4314	3	Copy Gain	3.09090508628509	-0.0301	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	19000001	20000000	CR623750|TWIST1|BC043576|FERD3L|TWISTNB|TMEM196	0.4281	3	Copy Gain	3.0801025754873	0.0339	1	Hemizygous Deletions	7.13982133796707	FALSE
./derived_data/cna/seg/H8	chr7	157000001	158000000	MNX1|LOC645249|UBE3C|DNAJB6|PTPRN2|DM004428|BC034557	0.4275	3	Copy Gain	3.07814113597573	0.1075	1	Hemizygous Deletions	18.6261675501597	FALSE
./derived_data/cna/seg/H8	chr7	24000001	25000000	NPY|MPP6|DFNA5|OSBPL3	0.427	3	Copy Gain	3.07650722606879	0.0375	1	Hemizygous Deletions	7.68812804339826	FALSE
./derived_data/cna/seg/H8	chr7	26000001	27000000	NFE2L3|HNRNPA2B1|CBX3|SNX10|LOC441204|KIAA0087|C7orf71|SKAP2	0.4262	3	Copy Gain	3.07389414777365	0.0085	1	Hemizygous Deletions	3.3098516714547	FALSE
./derived_data/cna/seg/H8	chr7	13000001	14000000	ETV1	0.4259	3	Copy Gain	3.07291461692242	-0.0373	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	134000001	135000000	EXOC4|LRGUK|SLC35B4|AKR1B1|AKR1B10|AKR1B15|BPGM|CALD1|AGBL3	0.4256	3	Copy Gain	3.07193528973774	-0.0143	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	126000001	127000000	GRM8	0.4255	3	Copy Gain	3.07160889259475	0.0173	1	Hemizygous Deletions	4.62914329532581	FALSE
./derived_data/cna/seg/H8	chr7	104000001	105000000	ORC5L|LHFPL3|BC013905|LOC723809|BC061919|CR591034	0.4253	3	Copy Gain	3.07095616617724	0.0153	1	Hemizygous Deletions	4.32859726773825	FALSE
./derived_data/cna/seg/H8	chr7	158000001	159000000	AX748351|PTPRN2|NCAPG2|ESYT2|WDR60	0.4252	3	Copy Gain	3.07062983689958	-0.0051	1	Hemizygous Deletions	1.28670932605173	FALSE
./derived_data/cna/seg/H8	chr7	42000001	43000000	GLI3|C7orf25|PSMA2|MRPL32	0.4246	3	Copy Gain	3.06867233617013	0.0227	1	Hemizygous Deletions	5.4427017936503	FALSE
./derived_data/cna/seg/H8	chr7	39000001	40000000	AK023033|POU6F2|C7orf36|LOC646999|RALA|LOC349114|LOC401327|CR606158|CDC2L5	0.424	3	Copy Gain	3.06671564937309	0.0308	1	Hemizygous Deletions	6.66876346088783	FALSE
./derived_data/cna/seg/H8	chr7	108000001	109000000	LAMB1|LAMB4|NRCAM|PNPLA8|THAP5|DNAJB9|C7orf66	0.4228	3	Copy Gain	3.06280471622262	0.0214	1	Hemizygous Deletions	5.24656672528491	FALSE
./derived_data/cna/seg/H8	chr7	89000001	90000000	ZNF804B	0.4223	3	Copy Gain	3.06117612059279	-0.0191	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	149000001	150000000	PDIA4|ZNF786|ZNF425|ZNF398|ZNF282|ZNF212|DQ583737|ZNF783|AF035281|ZNF777|ZNF746|UNQ5808|KRBA1|ZNF467|SSPO|ZNF862|LOC401431|ATP6V0E2|BC107081	0.4204	3	Copy Gain	3.0549926022288	-0.0479	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr20	39000001	40000000	DHX35|LOC339568	0.419	3	Copy Gain	3.33416666920721	0.0471	3	Copy Gain	9.15698591799047	TRUE
./derived_data/cna/seg/H8	chr7	115000001	116000000	MDFIC|BC022431|BC039665|TFEC	0.418	3	Copy Gain	3.04719347329881	0.0673	1	Hemizygous Deletions	12.2798134922913	FALSE
./derived_data/cna/seg/H8	chr7	156000001	157000000	AX746648|C7orf4|C7orf13|RNF32|LMBR1|NOM1	0.4176	3	Copy Gain	3.04589487939788	0.0152	1	Hemizygous Deletions	4.31358090051748	FALSE
./derived_data/cna/seg/H8	chr7	94000001	95000000	BET1|COL1A2|CASD1|SGCE|PEG10|PPP1R9A	0.4173	3	Copy Gain	3.04492117022552	-0.0661	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr20	57000001	58000000	BMP7|BC037891|SPO11|RAE1|RBM38|HMGB1L1|CTCFL|PCK1|ZBP1|PMEPA1|CR612603	0.417	3	Copy Gain	3.32591879926457	0.1501	3	Copy Gain	25.547221153901	TRUE
./derived_data/cna/seg/H8	chr7	27000001	28000000	HOXA1|BC031342|HOXA2|HOXA3|BC035889|HOXA4|HOXA5|HOXA6|AX747263|AK096334|HOXA7|HOXA9|HOXA10|HOXA11|HOXA11AS|HOXA13|AK093987|EVX1|BC034444|HIBADH|TSL-A|TAX1BP1|JAZF1	0.4169	3	Copy Gain	3.04362320625345	-0.0234	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	22000001	23000000	RAPGEF5|MGC87042|AK123961|LOC541472|IL6|TOMM7|SNORD93|FAM126A	0.4161	3	Copy Gain	3.04102835767598	-0.0261	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	127000001	128000000	GRM8|BC040328|ZNF800|GCC1|ARF5|FSCN3|PAX4|SND1|NAG8	0.4153	3	Copy Gain	3.03843494758922	0.0246	1	Hemizygous Deletions	5.72967884205218	FALSE
./derived_data/cna/seg/H8	chr20	40000001	41000000	MAFB|CR593014	0.4145	3	Copy Gain	3.31562502786903	0.0719	3	Copy Gain	12.9970854896646	TRUE
./derived_data/cna/seg/H8	chr7	20000001	21000000	MACC1|ITGB8|ABCB5|SP8|RPL23P8	0.4143	3	Copy Gain	3.03519520664352	-0.0029	1	Hemizygous Deletions	1.61269069234038	FALSE
./derived_data/cna/seg/H8	chr7	86000001	87000000	GRM3|KIAA1324L	0.4141	3	Copy Gain	3.03454752788487	0.0405	1	Hemizygous Deletions	8.14609661529903	FALSE
./derived_data/cna/seg/H8	chr7	135000001	136000000	AGBL3|TMEM140|C7orf49|WDR91|STRA8|CNOT4|NUP205|PL-5283|SLC13A4|FAM180A|MTPN	0.4125	3	Copy Gain	3.02936932889075	-0.0252	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	93000001	94000000	SAMD9|SAMD9L|HEPACAM2|CCDC132|CALCR|TFPI2|GNGT1|GNG11|BET1	0.4118	3	Copy Gain	3.02710567204851	0.0253	1	Hemizygous Deletions	5.83550253556537	FALSE
./derived_data/cna/seg/H8	chr7	64000001	65000000	BC038424|ZNF727|ZNF735|ZNF679|AK301806|AK123141|ZNF680|AK125429|ZNF107|BC053669|ZNF138|SEPHS1|AK097702|ZNF273|ZNF117|ERV3	0.4115	3	Copy Gain	3.02613586957578	-0.1988	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	91000001	92000000	PFTK1|FZD1|MTERF|AKAP9	0.4106	3	Copy Gain	3.02322767185263	0.0182	1	Hemizygous Deletions	4.76452499794413	FALSE
./derived_data/cna/seg/H8	chr7	12000001	13000000	TMEM106B|VWDE|BC075797|CR592342|SCIN|ARL4A	0.4101	3	Copy Gain	3.02161279020458	0.0156	1	Hemizygous Deletions	4.37365261503723	FALSE
./derived_data/cna/seg/H8	chr7	1000001	2000000	C7orf50|DM004309|GPR146|GPER|ZFAND2A|AK090593|UNCX|MICALL2|INTS1|MAFK|TMEM184A|PSMG3|KIAA1908|TFAMP1|LOC401296|ELFN1|MAD1L1|AK127048	0.4087	3	Copy Gain	3.01709409792799	0.077	1	Hemizygous Deletions	13.7949998075306	FALSE
./derived_data/cna/seg/H8	chr7	123000001	124000000	SLC13A1|IQUB|NDUFA5|ASB15|LMOD2|WASL|AL110181|HYALP1|HYAL4|SPAM1|BC041947	0.4081	3	Copy Gain	3.01515885745725	0.042	1	Hemizygous Deletions	8.37543826845984	FALSE
./derived_data/cna/seg/H8	chr7	96000001	97000000	DYNC1I1|SLC25A13|FLJ42280|AK310300|SHFM1|AK095764|DLX6AS	0.4077	3	Copy Gain	3.01386914420661	-0.0508	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	124000001	125000000	BC041947|TMEM229A|EU233817|BC031318|NM_001085395|GPR37|BC130604|POT1|BC142949	0.4067	3	Copy Gain	3.01064642507826	0.0107	1	Hemizygous Deletions	3.63892052914733	FALSE
./derived_data/cna/seg/H8	chr20	22000001	23000000	CR627206|LOC284788|C20orf56|FOXA2|AK055550|CR618492	0.4065	3	Copy Gain	3.28280457327688	0.0546	3	Copy Gain	10.311351316352	TRUE
./derived_data/cna/seg/H8	chr7	10000001	11000000	NDUFA4|PHF14	0.4054	3	Copy Gain	3.00646022838185	-0.0102	1	Hemizygous Deletions	0.532934384786973	FALSE
./derived_data/cna/seg/H8	chr7	79000001	80000000	MAGI2|AK311103	0.4026	3	Copy Gain	2.99745660642401	-0.001	1	Hemizygous Deletions	1.89462037117717	FALSE
./derived_data/cna/seg/H8	chr7	118000001	119000000	LSM8|ANKRD7	0.4025	3	Copy Gain	2.99713537157105	0.0423	1	Hemizygous Deletions	8.42133522018812	FALSE
./derived_data/cna/seg/H8	chr20	48000001	49000000	LOC284749|PREX1|ARFGEF2|FKSG56	0.4	3	Copy Gain	3.25627163753707	0.1705	3	Copy Gain	28.9345945055136	TRUE
./derived_data/cna/seg/H8	chr7	107000001	108000000	PRKAR2B|HBP1|COG5|GPR22|DUS4L|BCAP29|LOC286002|SLC26A4|CBLL1|SLC26A3|DLD|LAMB1	0.3989	3	Copy Gain	2.98558573372425	-0.0216	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	117000001	118000000	ST7OT2|ST7|WNT2|ASZ1|CFTR|CTTNBP2	0.3988	3	Copy Gain	2.98526532166896	-0.0061	1	Hemizygous Deletions	1.1387002275284	FALSE
./derived_data/cna/seg/H8	chr7	28000001	29000000	AK293540|JAZF1|LOC402644|BC087859|CREB5|TRIL|DQ601810|CPVL	0.3984	3	Copy Gain	2.98398389551745	0.0362	1	Hemizygous Deletions	7.48997055222715	FALSE
./derived_data/cna/seg/H8	chr7	95000001	96000000	PPP1R9A|PON1|PON2|ASB4|PDK4|DYNC1I1	0.3977	3	Copy Gain	2.98174225448334	-0.0279	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	120000001	121000000	KCND2|TSPAN12|ING3|C7orf58	0.3976	3	Copy Gain	2.9814221088285	0.0015	1	Hemizygous Deletions	2.26614661196822	FALSE
./derived_data/cna/seg/H8	chr7	131000001	132000000	FLJ43663|AK054623|MKLN1|PODXL	0.3973	3	Copy Gain	2.98046180499806	0.0184	1	Hemizygous Deletions	4.79462129173633	FALSE
./derived_data/cna/seg/H8	chr7	139000001	140000000	ZC3HAV1L|ZC3HAV1|TTC26|UBN2|LUC7L2|KLRG2|CLEC2L|HIPK2|TBXAS1	0.3957	3	Copy Gain	2.97534355574072	-0.0057	1	Hemizygous Deletions	1.19789155617157	FALSE
./derived_data/cna/seg/H8	chr7	146000001	147000000	CNTNAP2	0.3946	3	Copy Gain	2.97182805064031	0.0011	1	Hemizygous Deletions	2.20665914118889	FALSE
./derived_data/cna/seg/H8	chr20	1000001	2000000	RSPO4|PSMF1|C20orf46|C20orf202|RAD21L1|SNPH|SDCBP2|AK055993|FKBP1A|NSFL1C|SIRPB2|SIRPD|SIRPB1|SIRPG|AK093519|SIRPA|AK090681|PDYN	0.394	3	Copy Gain	3.23188557365587	-0.0051	3	Copy Gain	1.28670932605173	TRUE
./derived_data/cna/seg/H8	chr7	81000001	82000000	AY927633|HGF|AK092048|CACNA2D1	0.3939	3	Copy Gain	2.96959230622828	-0.0021	1	Hemizygous Deletions	1.73135267223363	FALSE
./derived_data/cna/seg/H8	chr7	151000001	152000000	NOS3|ATG9B|ABCB8|ACCN3|CDK5|SLC4A2|AK296065|FASTK|TMUB1|AGAP3|GBX1|ASB10|ABCF2|CHPF2|SMARCD3|NUB1|AK055458|WDR86|BC043579|CRYGN|RHEB|PRKAG2|BC040865|BC131560|GALNTL5	0.3938	3	Copy Gain	2.9692730027145	0.0162	1	Hemizygous Deletions	4.46379142149467	FALSE
./derived_data/cna/seg/H8	chr7	17000001	18000000	AHR|SNX13	0.391	3	Copy Gain	2.96034148418217	-0.0737	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	21000001	22000000	SP4|DNAH11|CDCA7L	0.391	3	Copy Gain	2.96034148418217	-0.0631	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	132000001	133000000	PLXNA4|AK097607|CHCHD3	0.3907	3	Copy Gain	2.95938556348865	0.1188	1	Hemizygous Deletions	20.4421651509024	FALSE
./derived_data/cna/seg/H8	chr7	92000001	93000000	AKAP9|CYP51A1|AL133568|LOC401387|KRIT1|ANKIB1|GATAD1|PEX1|C7orf64|MGC16142|FAM133B|CDK6	0.3905	3	Copy Gain	2.95874839344966	-0.0727	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr7	2000001	3000000	MAD1L1|FTSJ2|NUDT1|SNX8|EIF3B|CHST12|BC034268|LFNG|C7orf27|IQCE|TTYH3|AMZ1|GNA12|CARD11	0.3903	3	Copy Gain	2.95811131173507	0.0125	1	Hemizygous Deletions	3.90853217897553	FALSE
./derived_data/cna/seg/H8	chr7	90000001	91000000	DPY19L2P4|STEAP1|STEAP2|C7orf63|GTPBP10|CLDN12|PFTK1	0.3896	3	Copy Gain	2.95588222111192	-0.0771	1	Hemizygous Deletions	0.015625	FALSE
./derived_data/cna/seg/H8	chr20	59000001	60000000	CTSZ|TUBB1|ATP5E|SLMO2|ZNF831|EDN3|PHACTR3|SYCP2|PPP1R3D|C20orf177|CDH26	0.3882	3	Copy Gain	3.20840858701545	0.0466	3	Copy Gain	9.0802413873105	TRUE
./derived_data/cna/seg/H8	chr7	140000001	141000000	TBXAS1|PARP12|JHDM1D|LOC100134229|SLC37A3|AK131347|RAB19|MKRN1|DENND2A|ADCK2|LOC100134713|NDUFB2|AK098095|BRAF	0.3879	3	Copy Gain	2.95047321600834	-0.081	1	Hemizygous Deletions	0.015625	FALSE
